epoch,seconds,loss_D,loss_D_real,loss_D_fake,loss_G,loss_G_GAN,loss_G_L1,val_mae,val_psnr,val_ssim
1,329.76,1.2355687009436744,1.2116550151790892,1.2594823811735425,33.33575194222586,1.5978414288588934,0.31737910423960003,0.17021458397308986,13.86825690032615,0.25149183347821236
2,262.59,0.2711164925779615,0.2735878701720919,0.2686451160481998,29.76791008540562,0.5018538308995111,0.29266056226832526,0.1607666328549385,14.32078607836928,0.2666295118629932
3,252.58,0.24580338235412325,0.24415384264928955,0.24745292205895697,29.371221787588937,0.5812330148049764,0.2878998862845557,0.16283969283103944,14.291002033757014,0.27702482442061105
4,242.48,0.19272725848214967,0.19425504181001868,0.19119947297232492,28.917389460972377,0.5667152532509395,0.2835067419069154,0.16139266913135847,14.242564020855763,0.2797678810854753
5,245.73,0.21210405390177453,0.21005750048373426,0.21415060641510145,28.531388173784528,0.5711454859801701,0.2796024265033858,0.1863463267683983,13.217448084265303,0.26636055521667
6,222.74,0.21576324988688741,0.21908668375441007,0.21243981500821454,28.33486810411726,0.6329902401992253,0.277018778026104,0.15720738644401233,14.375847393520802,0.2881891131401062
7,199.56,0.19154292164104325,0.20099499193685397,0.18209084911005838,27.454219273158483,0.5637374409607478,0.268904818381582,0.15835521960010132,14.460000887580444,0.28967490916450817
8,210.74,0.18600228865231785,0.18820339728678975,0.1838011802307197,27.416664232526507,0.622490544617176,0.26794173781360897,0.16159088580558698,14.259186991460309,0.28330622365077335
9,198.38,0.19270590799195425,0.1970240918653352,0.1883877245443208,26.931030682155065,0.625237170287541,0.26305793651512693,0.15044083384176096,14.725678376194887,0.2997182538112005
10,216.12,0.179114652212177,0.18520892299711705,0.17302037892597064,26.522028705051966,0.6140663249152047,0.259079624073846,0.1514280702918768,14.699687465129532,0.3004992494980494
11,237.77,0.18064822629094124,0.1862680162702288,0.17502843679061958,26.134541511535645,0.623055080643722,0.255114865728787,0.15383177722493807,14.577262370517502,0.3011582588156064
12,217.27,0.18592817181987423,0.1913343577246581,0.18052198572882583,25.467549678257534,0.6207033638443266,0.24846846354859217,0.15371673243741193,14.603658256423387,0.3035175733268261
13,211.89,0.14890957485352244,0.14906598739326,0.14875316279275078,25.310881124223982,0.6533662947160858,0.24657514904226577,0.14979265071451664,14.745789759289243,0.3075107661386331
