epoch,seconds,loss_D,loss_D_real,loss_D_fake,loss_G,loss_G_GAN,loss_G_L1,val_mae,val_psnr,val_ssim
14,215.89,0.19260503947734833,0.207344045064279,0.17786603373076235,23.937716702052526,0.6197035793747221,0.23318013144390923,0.16355629041790962,14.076077040126043,0.2985674190024535
15,238.5,0.15375381548489844,0.16121658262397562,0.14629105031490325,23.423852239336288,0.6344769282000405,0.22789375185966493,0.15176346736649673,14.62493156411882,0.3085468366742134
16,212.28,0.1454911987696375,0.14676949105092457,0.1442129059295569,22.84572320665632,0.7078466147184372,0.22137876536164966,0.15282284406324229,14.556719824117554,0.30483673761288327
17,227.29,0.15568889629627977,0.1551183043313878,0.1562594868774925,22.8661091532026,0.7354351550340652,0.22130674017327173,0.15536251850426197,14.537092986962717,0.30009608492255213
18,212.54,0.13066159204712935,0.1355628749621766,0.12576030945139272,22.360627937316895,0.7360450550913811,0.21624582707881929,0.1480121141920487,14.81658415178819,0.3053370808561643
19,208.87,0.14221735798886845,0.1440728090171303,0.1403619063219854,22.06840773991176,0.7354978148426329,0.21332909975733075,0.1489252061272661,14.871362525720793,0.2945454103251298
20,261.05,0.15726661565048353,0.15606300282691207,0.15847022937876837,21.784523119245257,0.7103351856981005,0.21074187925883703,0.16524868768950304,13.844265066618314,0.2917579228679339
21,233.22,0.15177946739963122,0.15162252778453486,0.1519364081855331,21.421285220554896,0.7540380550282342,0.20667247197457722,0.1534953085705638,14.53974599191471,0.28822006036837894
22,242.32,0.14177145074520792,0.14744151681661605,0.13610138541885786,21.214610263279507,0.7200289177043098,0.20494581311941146,0.1481704198444883,14.829068793062511,0.30415910482406616
23,228.1,0.11414494405367545,0.11084205824881792,0.1174478302177574,21.051090403965542,0.8237300579036985,0.20227360469954356,0.15800196565687658,14.113731011130666,0.2936392565568288
24,191.52,0.08633664431316512,0.08999475719673293,0.08267853153603417,20.93466647011893,0.8530647546052933,0.2008160161120551,0.14550978653132915,14.924434896271906,0.29871927077571553
25,201.58,0.13307361656001637,0.1363976945036224,0.12974953845675502,20.520599923815045,0.7924713871308735,0.19728128356592997,0.14668940976262093,14.893219893612876,0.3120312054951986
26,206.99,0.09353045331580298,0.09705948584846087,0.09000142132863402,20.397204399108887,0.8233564202274595,0.19573847885642734,0.15010468618323405,14.716759001849674,0.2836887795478106
27,261.53,0.12061787857008832,0.11755305866577796,0.12368269799543279,20.550935309273857,0.8069291704467365,0.19744006161178862,0.152724111204346,14.518448714615175,0.2960174880921841
28,233.79,0.10966797130448477,0.10837508916322675,0.11096085348565664,20.06888277871268,0.8318766719528607,0.19237006029912404,0.14697769191116095,14.86632569614516,0.3039146619538466
29,213.56,0.1092074606035437,0.10894989871553012,0.10946502263790794,19.822562544686452,0.8338011873619897,0.18988761476108007,0.15033971481025218,14.700722157232011,0.2992271907627583
30,227.67,0.13001417597489698,0.13772714917681048,0.12230120237384523,19.629804338727677,0.7692597485014371,0.1886054466877665,0.1512649649133285,14.667685030177775,0.30301813830931984
31,224.61,0.12326814101210662,0.12056276784943683,0.12597351231213127,19.571579156603132,0.7901101469993591,0.1878146923014096,0.14880886431783438,14.84119191257126,0.30192927618821463
32,287.13,0.1566934128424951,0.15314580367079803,0.16024102424936634,19.31746108191354,0.7555442233170782,0.1856191696865218,0.15254468793670337,14.584229130424314,0.28741336837410925
33,369.6,0.13561486436852388,0.14432100246527366,0.1269087256730667,19.2620041847229,0.7351239127772194,0.18526880357946668,0.1499430771296223,14.742187473113468,0.3035706378519535
34,298.33,0.11852706133254937,0.11836054625787905,0.11869357743167451,19.213928835732595,0.7855157754250935,0.18428413080317632,0.14973868144055208,14.6079792116922,0.2923025995492935
35,240.88,0.10174974527742181,0.10302172220711198,0.10047776797520262,18.993910026550292,0.8285292208194732,0.18165380827018193,0.14958275655905406,14.736178964543411,0.2974226767818133
36,248.4,0.12577332710581166,0.11992228754929134,0.13162436527865273,18.427370956965856,0.7586646453610488,0.17668706327676773,0.14670713394880294,14.78001758965246,0.3008907417456309
37,242.62,0.1293205772127424,0.13208457481648242,0.12655658006135906,18.339562906537736,0.7600609864507403,0.1757950199501855,0.1491203933333357,14.765035523175056,0.30084933787584306
38,221.97,0.14592166990041733,0.1506991097703576,0.14114422928541898,18.509560803004675,0.7438758462667465,0.17765685000589915,0.14878136441111564,14.801278976950265,0.30413783465822536
39,254.22,0.11569883770176342,0.11951639881091458,0.11188127606042794,18.297485624040878,0.7903482511639595,0.17507137273039136,0.14979884264369805,14.712690760171832,0.29718148161967595
40,139.45,0.1335026677697897,0.13816523658377783,0.12884009680045502,18.198652349199566,0.7793085071923477,0.17419343910046986,0.15173334504167238,14.623704930495318,0.29431164090832074
