epoch,seconds,loss_D,loss_D_real,loss_D_fake,loss_G,loss_G_GAN,loss_G_L1,val_mae,val_psnr,val_ssim
23,32.69,0.4172656084809985,0.4494215150164174,0.38510969733553274,25.19780829293387,1.683909199493272,0.2351389908364841,0.1569218979527553,13.884049158228185,0.2252030700445175
24,29.88,0.43789334446191785,0.44584970488878234,0.4299369844474963,25.363949176243374,1.680548615540777,0.23683400409562247,0.14885901113351185,14.420920437605538,0.23963253572583199
25,33.6,0.4391487066234861,0.47987758522587165,0.3984198289790324,24.814671543666293,1.6705770994935716,0.23144094347953797,0.15314132248361906,14.137381194382723,0.23789844612280528
26,33.76,0.4211768754890987,0.4217618262129171,0.4205919271601098,24.98989587511335,1.7091473170689173,0.23280748852661678,0.14830382528404396,14.416090946628811,0.23537590752045315
27,35.12,0.41523876594645637,0.4491554441196578,0.381322090114866,24.97316594805036,1.7985893900905336,0.23174576525177273,0.14874003268778324,14.374578544484045,0.2269759826362133
28,32.59,0.42885265903813496,0.4375216783689601,0.42018364023949417,24.11820387159075,1.70373669224126,0.22414467185735704,0.14697453901171684,14.604474441323164,0.2385559377570947
29,32.58,0.41572496624929567,0.4306419545984162,0.4008079797029495,24.365041078839983,1.682683601123946,0.22682357387883323,0.16427246319750946,13.570785930864277,0.2206458049515883
30,33.56,0.40475440014685904,0.4223883680932756,0.3871204330985035,24.14338501521519,1.7420501508883068,0.2240133496267455,0.14472032797833284,14.700087705140161,0.24720599353313447
31,34.17,0.4262386894651822,0.43886104453621166,0.4136163300169366,24.231423786708287,1.7913349313395364,0.22440088774476732,0.14661952356497446,14.604638801062142,0.24673490797479947
32,33.12,0.40207847920911655,0.40186405135318637,0.4022929072380066,24.00645890917097,1.9001095158713204,0.22106349425656455,0.14506233129650353,14.611165596075292,0.2461429702738921
33,31.95,0.40100057657275884,0.4371909893783075,0.3648101678916386,24.05054089682443,1.812232152904783,0.2223830880863326,0.1430928262571494,14.765018793708602,0.23532694627841313
34,31.68,0.4113700304712568,0.4226288143013205,0.4001112505261387,24.002657781328473,1.8468941816261837,0.22155763421739852,0.1465897752592961,14.543370883452717,0.23605919033288955
35,32.71,0.3996285923889705,0.4165918691349881,0.3826653152172055,23.92187464577811,1.8438712405306952,0.22078003564051218,0.14104604112605254,14.836778283684053,0.24719315841794015
36,31.24,0.40876604276044026,0.42469768824854065,0.3928343961281436,23.50960554395403,1.774034607410431,0.21735570856503078,0.14633136118451753,14.502631266421638,0.24492989455660183
37,28.9,0.38244589045643806,0.3846273462953312,0.3802644297480583,23.417971883501327,1.8941243746450969,0.21523847707680294,0.14254119992256165,14.845897286734735,0.23536303540070852
38,34.02,0.3959269919565746,0.4110272565856576,0.3808267297489302,23.307594408307757,1.882085731625557,0.21425508665187018,0.14201130159199238,14.746795936981643,0.24010483995079995
39,29.62,0.39672343794788634,0.417026092497898,0.3764207800051996,23.242652593340193,1.8910044327378273,0.2135164824979646,0.1489633984863758,14.353098138788457,0.24114830022056896
40,34.28,0.3800976976752281,0.3792507944096412,0.3809445994240897,23.24927588871547,1.8443400016852787,0.21404935994318552,0.14447472641865414,14.696449059495876,0.24255915060639383
41,31.01,0.42687723029937064,0.4295968034171632,0.42415765986910886,23.200945172991073,1.8779845037630627,0.21322960491691317,0.14060806756218275,14.834541061350732,0.24769752820332844
42,26.33,0.41309039507593426,0.41146137943225247,0.4147194129015718,22.72167936052595,1.8321960619517734,0.20889483370951245,0.14166547444959482,14.863933281771695,0.2565527098874251
43,30.43,0.4312030892286982,0.43098953321043937,0.4314166435705764,23.092489215305875,1.8527076680745398,0.21239781507423947,0.14110537692904473,14.712908316238803,0.25569555883606276
44,29.64,0.3587067799908774,0.3652995403856039,0.3521140201815537,22.818548910958427,1.8070495073284423,0.21011499485799245,0.1467291247099638,14.514751483217996,0.24204026609659196
45,32.74,0.4104344123176166,0.4118204833806625,0.40904834206615176,22.978099822998047,1.9155570600714003,0.21062542583261218,0.14127870077888172,14.841914975161624,0.25417925988634427
46,36.14,0.4278913142425673,0.45235171995258755,0.4034309100359678,23.035032790047783,1.8469652550561086,0.211880675809724,0.1436702004323403,14.655146635070263,0.24718691185116767
47,32.2,0.41978908074753624,0.42374471769269023,0.4158334425517491,22.822455051967076,1.871989454967635,0.20950465606791632,0.1357831178853909,15.182142262835772,0.26219973092277843
48,32.35,0.41930091019187654,0.43449819913533116,0.4041036206962807,22.590524346487864,1.8827271674360548,0.2070779711008072,0.1388939334700505,14.937176591424157,0.24550400972366332
49,31.47,0.3931378847786358,0.40234952153904097,0.38392624775213857,22.504321425301686,1.8645789452961512,0.20639742612838746,0.14131901090343793,14.785666592974966,0.24943091372648876
50,32.18,0.3952088347503117,0.39590054069246566,0.39451712987252646,22.388624845232282,1.917220773441451,0.2047140393938337,0.146513631939888,14.420553630103656,0.23678498417139054
